,acc,loss,time,val_acc,val_loss
0,0.901716666667,0.324204832315,5.5014770031,0.9488,0.171525698806
1,0.938833333333,0.204001784325,5.26377081871,0.9508,0.165185526314
2,0.944666666667,0.184810847044,5.25244808197,0.9537,0.144891090889
3,0.95235,0.155387237668,5.27598690987,0.958,0.144242777878
4,0.956633333333,0.143869996071,5.26620101929,0.9604,0.127921059784
5,0.96175,0.126059606671,5.25532007217,0.9685,0.111095080132
6,0.964583333333,0.117397099733,5.2827398777,0.966,0.124180610479
7,0.966033333333,0.111446321011,5.27141904831,0.9664,0.114844752539
8,0.96835,0.103265359998,5.29412198067,0.9664,0.115434520783
9,0.969616666667,0.09802236408,5.32301497459,0.9697,0.0984243793029
10,0.973233333333,0.0874698758125,5.37813186646,0.9708,0.0986794285305
11,0.973616666667,0.0870073437691,5.45238804817,0.9702,0.108307407315
12,0.975316666667,0.0826753675938,5.38982009888,0.9674,0.120951797836
13,0.974733333333,0.0836140438914,5.26406311989,0.972,0.102860622129
14,0.977266666667,0.0752587392926,5.32588601112,0.9739,0.105530741596
15,0.9786,0.0724672600627,5.28062796593,0.9703,0.10688088422
16,0.9785,0.0720035880804,5.27182912827,0.9725,0.10508061995
17,0.978916666667,0.0689683556557,5.25429487228,0.9711,0.104117639799
18,0.979966666667,0.0660508647561,5.3891479969,0.9711,0.105392548363
19,0.98085,0.0635468736291,5.44140219688,0.9715,0.119624334368
20,0.98095,0.0633568614721,5.43613600731,0.974,0.10793695808
21,0.98115,0.0641398951411,5.32336807251,0.9725,0.100127737238
22,0.9813,0.0620953850448,5.37095785141,0.9761,0.0968757223206
23,0.9832,0.0558848045766,5.32001590729,0.9716,0.109343032686
24,0.984116666667,0.0514813065529,5.38045287132,0.971,0.108120655954
25,0.98405,0.0536398924887,5.26445412636,0.9771,0.0879977283058
26,0.986033333333,0.0458823889494,5.3250310421,0.9749,0.0998674283281
27,0.98475,0.0511042065918,5.34675002098,0.9761,0.0978383879654
28,0.9851,0.0489522069693,5.26716804504,0.9742,0.108738331965
29,0.986183333333,0.0464214533567,5.28706288338,0.9766,0.100498355074
30,0.987266666667,0.0415366701782,5.28088903427,0.974,0.103190909349
31,0.9861,0.046315908432,5.4413151741,0.9768,0.103611466762
32,0.986716666667,0.0458973683417,5.39346194267,0.9752,0.103984170974
33,0.98645,0.0463793948293,5.41130304337,0.9747,0.106497307341
34,0.986566666667,0.044977106154,5.26411509514,0.9765,0.09636061714
35,0.9872,0.0422846339643,5.28667211533,0.9749,0.109845409604
36,0.987783333333,0.0404979586601,5.30912089348,0.9765,0.107549560751
37,0.988516666667,0.0396622084081,5.3380048275,0.9764,0.104866607617
38,0.987616666667,0.0406471602619,5.30833387375,0.9747,0.109771042977
39,0.988166666667,0.0409163273871,5.31693196297,0.9758,0.114058564174
40,0.988466666667,0.0385350249708,5.44440603256,0.9747,0.107837052227
41,0.9896,0.035213816911,5.31969404221,0.9756,0.108302133244
42,0.988966666667,0.0368407480419,5.41016817093,0.9776,0.0995379159695
43,0.990383333333,0.0328940562904,5.29671883583,0.9767,0.0974829597714
44,0.990383333333,0.0340911522508,5.2869079113,0.9783,0.0960035043505
45,0.99045,0.0340178050101,5.30652093887,0.9775,0.105712244927
46,0.98985,0.033960159868,5.39782977104,0.977,0.0990882757904
47,0.98985,0.0358556956053,5.31622409821,0.976,0.11135832964
48,0.9901,0.0335876718163,5.37118911743,0.9756,0.112482478605
49,0.989716666667,0.034480471164,5.430341959,0.9789,0.101933682217
50,0.990566666667,0.0320923067629,5.27939987183,0.976,0.107516290149
51,0.9912,0.0311024244875,5.44595503807,0.9782,0.10490467626
52,0.9911,0.0302651505917,5.32541418076,0.977,0.101043370413
53,0.990516666667,0.0325605906546,5.34399414062,0.9761,0.11434907102
54,0.991566666667,0.0290612895042,5.26770305634,0.9777,0.108612115242
55,0.991616666667,0.0288696568459,5.42420911789,0.9751,0.119382543164
56,0.991533333333,0.0297403242439,5.37726593018,0.9769,0.105206144841
57,0.991216666667,0.0300107579678,5.29569411278,0.9758,0.110633964928
58,0.992,0.0289816129953,5.28760099411,0.9758,0.114102467635
59,0.991616666667,0.0304201208055,5.28000998497,0.9785,0.10584510819
60,0.9912,0.0299653075635,5.29935717583,0.9746,0.107602299341
61,0.992383333333,0.0266133379191,5.32366800308,0.9782,0.106597583763
62,0.992466666667,0.0272592436522,5.31128001213,0.9755,0.115269986334
63,0.992416666667,0.0271721910685,5.30964398384,0.9779,0.110326752297
64,0.992833333333,0.0257689654827,5.44567394257,0.9767,0.111980149854
65,0.99235,0.0270082671195,5.34484291077,0.978,0.113240130435
66,0.992933333333,0.0242616944015,5.29520702362,0.9782,0.0996838258865
67,0.99285,0.0250099487603,5.35287594795,0.9763,0.109018761022
68,0.992833333333,0.0253106690943,5.27090501785,0.9793,0.0980582874995
69,0.9924,0.0259876102209,5.26239895821,0.9802,0.102237780659
70,0.993566666667,0.0232083499432,5.38639497757,0.9802,0.0969640347344
71,0.993566666667,0.0230435375124,5.33787298203,0.9773,0.105860443928
72,0.993983333333,0.0208321660757,5.29511404037,0.9808,0.0987930905286
73,0.994033333333,0.0206584390253,5.28570914268,0.9793,0.0957398754513
74,0.994366666667,0.0202924031764,5.27720308304,0.9791,0.104584725677
75,0.993866666667,0.0216114707291,5.26183485985,0.9791,0.100791266865
76,0.9937,0.0229083374143,5.26144886017,0.9778,0.106502203906
77,0.994033333333,0.0222263019532,5.34777903557,0.9799,0.0986428448383
78,0.9942,0.0207814928144,5.36756014824,0.9801,0.0961957053356
79,0.994333333333,0.0203604381531,5.25796103477,0.9791,0.108998779089
80,0.9947,0.0181819628924,5.34885787964,0.9812,0.0962974986299
81,0.993733333333,0.0211954638362,5.45807099342,0.9808,0.0955028949956
82,0.993633333333,0.0221292003989,5.35507082939,0.9786,0.0987279190613
83,0.993633333333,0.0224900171161,5.27724194527,0.9786,0.105439928382
84,0.993133333333,0.023731989786,5.43740010262,0.9799,0.105508302869
85,0.994233333333,0.0196812357754,5.28523898125,0.9804,0.104295231722
86,0.993866666667,0.0217311233282,5.46097803116,0.9808,0.105427008221
87,0.994533333333,0.0189408250153,5.3063762188,0.9808,0.109122601198
88,0.994683333333,0.0196452625096,5.45066213608,0.9798,0.101278423112
89,0.995166666667,0.0180252194405,5.44985079765,0.9808,0.0995022268588
90,0.99505,0.0171507559717,5.45747590065,0.9806,0.0988955966194
91,0.994666666667,0.0172960497439,5.4557659626,0.9814,0.0954111801473
92,0.994883333333,0.0176418088377,5.32260203362,0.9807,0.102279341761
93,0.994333333333,0.0196726676077,5.44579219818,0.98,0.102248805289
94,0.994433333333,0.0193948950619,5.33387994766,0.98,0.102806848018
95,0.993966666667,0.0217968635261,5.41595005989,0.9785,0.101816431227
96,0.994566666667,0.020020166412,5.30135416985,0.9803,0.0980154748293
97,0.994566666667,0.019244812429,5.35545897484,0.9797,0.100517976811
98,0.994816666667,0.018639869988,5.34653282166,0.9785,0.103374624205
99,0.995033333333,0.0173847787082,5.25914311409,0.9801,0.0956897062246
100,0.99535,0.018523523584,5.25944805145,0.9805,0.0960761870086
101,0.99605,0.0143464328721,5.4486451149,0.9795,0.10283831932
102,0.995383333333,0.0164206176996,5.42391490936,0.9787,0.104349681397
103,0.995816666667,0.0158319994807,5.44797992706,0.9804,0.0995359929313
104,0.99535,0.0168373435736,5.4427280426,0.9804,0.100204896055
105,0.99595,0.0157800670713,5.39643502235,0.981,0.0947505493509
106,0.995866666667,0.0155686168,5.45679497719,0.9791,0.101842565136
107,0.995633333333,0.0152837596834,5.26255893707,0.9792,0.106755476555
108,0.9955,0.015710439533,5.35536193848,0.9796,0.106328303015
109,0.995883333333,0.0151495188475,5.309486866,0.9797,0.103261006386
110,0.995983333333,0.0145420217887,5.33073091507,0.9799,0.107381247187
111,0.995233333333,0.0160478558391,5.28386497498,0.9804,0.106123292674
112,0.9954,0.0160783454776,5.37797904015,0.9801,0.0999755076522
113,0.99615,0.0136330462992,5.32986092567,0.9802,0.102239266706
114,0.99605,0.0147078940645,5.31979799271,0.9804,0.100962468385
115,0.996083333333,0.0138706378639,5.31018590927,0.9811,0.098049067715
116,0.996383333333,0.0129739716649,5.45338392258,0.9805,0.104630617944
117,0.99645,0.0128893749788,5.46137213707,0.9805,0.110903152494
118,0.996216666667,0.0146827409044,5.47077298164,0.9814,0.0985680631291
119,0.9963,0.0126394452527,5.28500914574,0.9803,0.1001683122
120,0.99585,0.0153098534793,5.27491998672,0.9797,0.107100842511
121,0.996133333333,0.0149308331311,5.26483416557,0.9793,0.114911693499
122,0.996083333333,0.0152410054579,5.36818313599,0.9806,0.105157181733
123,0.99545,0.0170542933047,5.34437918663,0.9792,0.107646976043
