,acc,loss,time,val_acc,val_loss
0,0.0977,14.4834709167,5.81480979919,0.0892,14.6803610641
1,0.09035,14.6618261337,5.78302693367,0.0892,14.6803610641
2,0.09035,14.6618251801,5.75269699097,0.0892,14.6803610641
3,0.09035,14.6618251801,5.98121190071,0.0892,14.6803610641
4,0.09035,14.6618251801,5.90046310425,0.0892,14.6803610641
5,0.09035,14.6618261337,5.97526502609,0.0892,14.6803610641
6,0.09035,14.6618261337,5.7363049984,0.0892,14.6803610641
7,0.0903333333333,14.6620950699,5.73968315125,0.0892,14.6803610641
8,0.09035,14.6618261337,5.75209188461,0.0892,14.6803610641
9,0.0903333333333,14.6620941162,5.73248791695,0.0892,14.6803610641
10,0.09035,14.6618261337,5.77926588058,0.0892,14.6803610641
11,0.09035,14.6618251801,5.92413377762,0.0892,14.6803610641
12,0.09035,14.6618261337,5.75371813774,0.0892,14.6803610641
13,0.09035,14.6618251801,5.74786019325,0.0892,14.6803610641
14,0.09035,14.6618261337,5.75613689423,0.0892,14.6803610641
15,0.09035,14.6618261337,5.72900700569,0.0892,14.6803610641
16,0.09035,14.6618251801,5.74487400055,0.0892,14.6803610641
17,0.09035,14.6618251801,5.78501296043,0.0892,14.6803610641
18,0.09035,14.6618251801,5.83750295639,0.0892,14.6803610641
19,0.09035,14.6618261337,5.76551198959,0.0892,14.6803610641
20,0.0903333333333,14.6620941162,5.69772601128,0.0892,14.6803610641
21,0.09035,14.6618251801,5.69122385979,0.0892,14.6803610641
22,0.09035,14.6618261337,5.71548509598,0.0892,14.6803610641
23,0.09035,14.6618251801,5.69254398346,0.0892,14.6803610641
24,0.09035,14.6618261337,5.81311893463,0.0892,14.6803610641
25,0.0903333333333,14.6620950699,5.92387795448,0.0892,14.6803610641
26,0.09035,14.6618261337,5.76734900475,0.0892,14.6803610641
27,0.09035,14.6618261337,5.79501605034,0.0892,14.6803610641
28,0.0903333333333,14.6620950699,5.76773190498,0.0892,14.6803610641
29,0.09035,14.6618261337,5.86117506027,0.0892,14.6803610641
30,0.09035,14.6618261337,5.92414593697,0.0892,14.6803610641
31,0.09035,14.6618261337,5.71183109283,0.0892,14.6803610641
32,0.09035,14.6618261337,5.78932404518,0.0892,14.6803610641
33,0.09035,14.6618261337,5.73601508141,0.0892,14.6803610641
34,0.0903333333333,14.6620941162,5.74124002457,0.0892,14.6803610641
35,0.09035,14.6618270874,5.71318101883,0.0892,14.6803610641
36,0.09035,14.6618261337,5.91453099251,0.0892,14.6803610641
37,0.09035,14.6618261337,5.92642498016,0.0892,14.6803610641
38,0.09035,14.6618261337,5.86133098602,0.0892,14.6803610641
39,0.09035,14.6618261337,5.93746399879,0.0892,14.6803610641
40,0.09035,14.6618261337,5.69245004654,0.0892,14.6803610641
41,0.09035,14.6618261337,5.69891691208,0.0892,14.6803610641
42,0.09035,14.6618270874,5.83382201195,0.0892,14.6803610641
