index,acc,loss,time,val_acc,val_loss
0,0.857566666667,0.550758063793,5.33148694038,0.909,0.380661304954
1,0.896366666667,0.465240418911,5.32205820084,0.9387,0.265693934445
2,0.9012,0.475125849247,5.29013204575,0.9304,0.379783525001
3,0.876,0.632886707783,5.3289539814,0.9073,0.398916675513
4,0.8776,0.585517942905,5.32349395752,0.9062,0.492316613835
5,0.87685,0.596303284168,5.28602695465,0.9116,0.434570552013
6,0.85425,0.711522638798,5.33135819435,0.8973,0.710282426944
7,0.817866666667,0.899788558483,5.30821800232,0.8843,0.56475590944
8,0.795316666667,0.971039116383,5.28909802437,0.8441,0.604152483821
9,0.786683333333,0.906443834305,5.34897303581,0.7914,0.874355562449
10,0.757966666667,1.18093252182,5.32172894478,0.7995,1.30052431316
11,0.682916666667,1.25318729877,5.30196595192,0.6872,1.8817988863
12,0.64675,1.78954362869,5.37057590485,0.1091,14.3536632584
13,0.191583333333,12.1747179031,5.28754711151,0.1208,14.1626638046
14,0.202966666667,11.7822532654,5.2963039875,0.1211,14.152066774
15,0.1427,13.5843372345,5.30109000206,0.1282,14.0517555222
16,0.122516666667,13.9295272827,5.31292700768,0.1032,14.454707753
17,0.154266666667,12.5735855103,5.30825686455,0.184,13.1523659271
18,0.147116666667,13.470541954,5.31782793999,0.184,13.1523659271
19,0.143283333333,13.6339206696,5.29636406898,0.1842,13.1491423065
20,0.140816666667,13.7195768356,5.28044605255,0.1842,13.1491423065
21,0.144816666667,13.6212062836,5.32071995735,0.1842,13.1491423065
22,0.14335,13.5849123001,5.29969596863,0.1841,13.1507541168
23,0.147016666667,13.4775648117,5.30816316605,0.1841,13.1507541168
24,0.148483333333,13.4671001434,5.27874302864,0.1841,13.1507541168
25,0.14515,13.5029058456,5.28785514832,0.1841,13.1507541168
26,0.145783333333,13.5069274902,5.35730290413,0.1841,13.1507541168
27,0.149683333333,13.4535770416,5.33080196381,0.1841,13.1507541168
28,0.149533333333,13.4656085968,5.28595614433,0.1841,13.1507541168
29,0.1489,13.4614334106,5.29531097412,0.1841,13.1507541168
30,0.14845,13.4747543335,5.30304694176,0.1841,13.1507541168
31,0.150016666667,13.4822854996,5.31765604019,0.1841,13.1507541168
32,0.1484,13.4915876389,5.35619091988,0.1841,13.1507541168
33,0.149666666667,13.4667053223,5.27702498436,0.1841,13.1507541168
34,0.1512,13.4590167999,5.31578302383,0.1841,13.1507541168
35,0.151283333333,13.4484825134,5.32725596428,0.1841,13.1507541168
36,0.149033333333,13.47742939,5.28141784668,0.1841,13.1507541168
37,0.149516666667,13.4903831482,5.35492706299,0.1841,13.1507541168
38,0.151766666667,13.4464988708,5.28521180153,0.1841,13.1507541168
