index,acc,loss,time,val_acc,val_loss
0,0.209733333333,12.3329563141,5.92865586281,0.0958,14.5739816513
1,0.0986666666667,14.5277757645,5.79449009895,0.0958,14.5739816513
2,0.09865,14.5280456543,5.83026814461,0.0958,14.5739816513
3,0.0986333333333,14.5283145905,5.78141307831,0.0958,14.5739816513
4,0.09865,14.5280456543,5.88046193123,0.0958,14.5739816513
5,0.100616666667,14.4957838058,5.83954000473,0.0958,14.5739816513
6,0.0999166666667,14.5076293945,5.90406084061,0.0958,14.5739816513
7,0.0998333333333,14.5089731216,5.84148788452,0.0958,14.5739816513
8,0.100216666667,14.5027933121,5.85384202003,0.0958,14.5739816513
9,0.100033333333,14.5057497025,5.75445103645,0.0958,14.5739816513
10,0.101133333333,14.4880189896,5.77166199684,0.0958,14.5739816513
11,0.100883333333,14.4920482635,5.77725887299,0.0958,14.5739816513
12,0.1012,14.4869441986,5.81518101692,0.0958,14.5739816513
13,0.100433333333,14.4993019104,5.84310007095,0.0958,14.5739816513
14,0.0998333333333,14.5089731216,5.78311014175,0.0958,14.5739816513
15,0.100883333333,14.4920492172,5.77396416664,0.0958,14.5739816513
16,0.10045,14.4990329742,5.76001095772,0.0958,14.5739816513
17,0.100383333333,14.5001077652,5.7802169323,0.0958,14.5739816513
18,0.100116666667,14.5044050217,5.76859593391,0.0958,14.5739816513
19,0.100783333333,14.4936599731,5.80349302292,0.0958,14.5739816513
20,0.100216666667,14.5027933121,5.76113796234,0.0958,14.5739816513
21,0.100633333333,14.4960794449,5.76245594025,0.0958,14.5739816513
22,0.1008,14.4933919907,5.78406190872,0.0958,14.5739816513
23,0.0990666666667,14.5213289261,5.78555822372,0.0958,14.5739816513
24,0.1004,14.499838829,5.78754115105,0.0958,14.5739816513
25,0.101116666667,14.4882879257,5.75919008255,0.0958,14.5739816513
26,0.0996833333333,14.5113897324,5.76470994949,0.0958,14.5739816513
27,0.0999666666667,14.5068235397,5.78193116188,0.0958,14.5739816513
28,0.100383333333,14.5001087189,5.82890295982,0.0958,14.5739816513
29,0.1,14.5062856674,5.75929403305,0.0958,14.5739816513
30,0.09985,14.5087041855,5.76357698441,0.0958,14.5739816513
31,0.100733333333,14.4944667816,5.76578617096,0.0958,14.5739816513
32,0.0997166666667,14.51085186,5.86142992973,0.0958,14.5739816513
33,0.1018,14.477273941,5.86271500587,0.0958,14.5739816513
34,0.0991666666667,14.5197181702,5.78757882118,0.0958,14.5739816513
35,0.0993833333333,14.5162248611,5.85918593407,0.0958,14.5739816513
36,0.100333333333,14.50091362,5.76639795303,0.0958,14.5739816513
37,0.100166666667,14.5036001205,5.79704785347,0.0958,14.5739816513
38,0.0993166666667,14.5172996521,5.79741287231,0.0958,14.5739816513
39,0.100766666667,14.4939289093,5.76908302307,0.0958,14.5739816513
40,0.100583333333,14.4968833923,5.85940790176,0.0958,14.5739816513
41,0.100133333333,14.5041370392,5.78673291206,0.0958,14.5739816513
42,0.100333333333,14.50091362,5.76361393929,0.0958,14.5739816513
43,0.101733333333,14.4783477783,5.76515197754,0.0958,14.5739816513
44,0.10085,14.4925851822,5.84461021423,0.0958,14.5739816513
45,0.10035,14.5006446838,5.7856400013,0.0958,14.5739816513
46,0.1,14.5062856674,5.78924894333,0.0958,14.5739816513
47,0.100633333333,14.4960784912,5.76125812531,0.0958,14.5739816513
48,0.100883333333,14.4920492172,5.76862001419,0.0958,14.5739816513
49,0.101233333333,14.48640728,5.76826715469,0.0958,14.5739816513
50,0.101,14.4901676178,5.77309298515,0.0958,14.5739816513
51,0.100533333333,14.4976902008,5.85646295547,0.0958,14.5739816513
52,0.09935,14.5167636871,5.78645515442,0.0958,14.5739816513
53,0.101,14.4901676178,5.76776719093,0.0958,14.5739816513
54,0.0995333333333,14.5138082504,5.85381603241,0.0958,14.5739816513
55,0.1006,14.4966144562,5.77812314034,0.0958,14.5739816513
56,0.1014,14.4837207794,5.78091192245,0.0958,14.5739816513
57,0.100866666667,14.492316246,5.76444888115,0.0958,14.5739816513
58,0.100716666667,14.4947357178,5.78696012497,0.0958,14.5739816513
